text_id,text_length,symbols/char,punctuations/char,spaces/char,upper/char,letters/char,digits/char,shor_words/char,total_chars_in_words,avg_word_length,avg_sentences/word,avg_sentences/char,total_diff_words,hapax_legomena,hapax_dislegomena,a_freq,b_freq,c_freq,d_freq,e_freq,f_freq,g_freq,h_freq,i_freq,j_freq,k_freq,l_freq,m_freq,n_freq,o_freq,p_freq,q_freq,r_freq,s_freq,t_freq,v_freq,u_freq,w_freq,x_freq,y_freq,z_freq,symbol_tilde_freq,symbol_at_freq,symbol_hash_freq,symbol_dollar_freq,symbol_percent_freq,symbol_caret_freq,symbol_ampersand_freq,symbol_asterisk_freq,symbol_dash_freq,symbol_dash1_freq,symbol_equals_sign_freq,symbol_plus_freq,symbol_greater_freq,symbol_less_freq,punctuation_bracket1_freq,punctuation_bracket2_freq,punctuation_bracket3_freq,punctuation_bracket4_freq,punctuation_verticalbar_freq,punctuation_comma_freq,punctuation_fullstop_freq,punctuation_questionmark_freq,punctuation_exclamationmark_freq,punctuation_colon_freq,punctuation_semicolon_freq,punctuation_quotationmark1_freq,punctuation_quotationmark2_freq
311,92,0,0.022,0.185,0.011,0.804,0,0.5,0.793,0.044,0.056,0.011,0.889,0.778,0.111,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
312,86,0,0.023,0.186,0.047,0.802,0,0.529,0.791,0.047,0.059,0.012,0.882,0.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,204,0.005,0.01,0.167,0.015,0.819,0,0.514,0.814,0.023,0.029,0.005,0.8,0.657,0.086,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857
314,54,0,0.037,0.148,0.019,0.833,0,0.444,0.815,0.091,0.111,0.019,1,1,0,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143
315,41,0,0.024,0.122,0.073,0.854,0,0.167,0.854,0.142,0.167,0.024,1,1,0,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,186,0,0.016,0.177,0.011,0.817,0,0.294,0.806,0.024,0.029,0.005,0.941,0.882,0.059,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,229,0,0.013,0.157,0.004,0.821,0,0.415,0.812,0.02,0.024,0.004,0.78,0.634,0.098,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,160,0.006,0.031,0.194,0.006,0.781,0,0.514,0.769,0.022,0.029,0.006,0.857,0.714,0.143,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,159,0,0.006,0.138,0.025,0.855,0,0.391,0.855,0.037,0.043,0.006,0.957,0.913,0.043,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
320,175,0,0.011,0.171,0.029,0.811,0,0.419,0.806,0.026,0.032,0.006,0.806,0.613,0.194,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,156,0,0.013,0.173,0.032,0.821,0,0.5,0.814,0.029,0.036,0.006,0.893,0.821,0.036,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
322,220,0.005,0.014,0.159,0.005,0.832,0,0.405,0.823,0.022,0.027,0.005,0.811,0.649,0.135,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
323,129,0,0.039,0.171,0.008,0.806,0,0.478,0.791,0.034,0.043,0.008,0.913,0.826,0.087,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,133,0,0.008,0.165,0.023,0.827,0,0.348,0.827,0.036,0.043,0.008,0.696,0.435,0.217,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,141,0.007,0.021,0.156,0.021,0.83,0,0.458,0.816,0.034,0.042,0.007,0.875,0.792,0.042,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,197,0.005,0.071,0.137,0.041,0.797,0,0.333,0.787,0.026,0.033,0.005,0.9,0.833,0.033,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,153,0,0.026,0.163,0.026,0.81,0,0.444,0.791,0.029,0.037,0.007,0.926,0.852,0.074,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,134,0,0.007,0.172,0.022,0.806,0.015,0.5,0.821,0.034,0.042,0.007,0.875,0.792,0.042,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,83,0,0.036,0.169,0.048,0.807,0,0.438,0.795,0.05,0.062,0.012,1,1,0,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
330,147,0.02,0.014,0.177,0.014,0.796,0,0.5,0.789,0.028,0.036,0.007,0.786,0.643,0.071,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
331,175,0.006,0.017,0.143,0.011,0.84,0,0.321,0.834,0.03,0.036,0.006,0.929,0.857,0.071,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,100,0,0.02,0.17,0.04,0.82,0,0.389,0.81,0.045,0.056,0.01,0.944,0.889,0.056,0.147,0.147,0.147,0.147,0.147,0.147,0.147,0.147,0.147,0.147,0.147,0.147,0.147,0.147,0.147,0.147,0.147,0.147,0.147,0.147,0.147,0.147,0.147,0.147,0.147,0.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,164,0,0.012,0.171,0.018,0.817,0,0.433,0.811,0.027,0.033,0.006,0.867,0.767,0.067,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,51,0,0.02,0.137,0.059,0.843,0,0.25,0.843,0.105,0.125,0.02,1,1,0,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,180,0,0.033,0.172,0.05,0.822,0,0.469,0.794,0.025,0.031,0.006,0.875,0.75,0.125,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,164,0.006,0.024,0.171,0.037,0.78,0.03,0.448,0.799,0.028,0.034,0.006,0.966,0.931,0.034,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,154,0,0.019,0.201,0.006,0.766,0,0.618,0.753,0.022,0.029,0.006,0.824,0.647,0.176,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,182,0.005,0.011,0.143,0.005,0.846,0,0.286,0.841,0.03,0.036,0.005,0.929,0.857,0.071,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
339,199,0,0.01,0.151,0.005,0.844,0,0.387,0.839,0.027,0.032,0.005,0.903,0.871,0,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
340,156,0,0.013,0.135,0.013,0.846,0,0.417,0.84,0.035,0.042,0.006,0.917,0.833,0.083,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,225,0.004,0.013,0.164,0.009,0.827,0,0.378,0.818,0.022,0.027,0.004,0.838,0.73,0.054,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,54,0,0.037,0.148,0.019,0.833,0,0.667,0.815,0.091,0.111,0.019,0.667,0.444,0.111,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,149,0,0.007,0.195,0.013,0.772,0.027,0.433,0.799,0.027,0.033,0.007,0.933,0.867,0.067,0.159,0.159,0.159,0.159,0.159,0.159,0.159,0.159,0.159,0.159,0.159,0.159,0.159,0.159,0.159,0.159,0.159,0.159,0.159,0.159,0.159,0.159,0.159,0.159,0.159,0.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,114,0,0.018,0.158,0.018,0.833,0,0.263,0.825,0.043,0.053,0.009,0.947,0.895,0.053,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,116,0,0.026,0.147,0.009,0.845,0,0.222,0.828,0.046,0.056,0.009,0.889,0.778,0.111,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
346,43,0,0.023,0.14,0.023,0.837,0,0.143,0.837,0.12,0.143,0.023,1,1,0,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
347,114,0,0.018,0.202,0.018,0.763,0.018,0.56,0.781,0.031,0.04,0.009,0.88,0.8,0.04,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,132,0,0.015,0.174,0.023,0.818,0,0.375,0.811,0.034,0.042,0.008,0.875,0.75,0.125,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,98,0,0.02,0.194,0.01,0.796,0,0.45,0.786,0.039,0.05,0.01,0.95,0.9,0.05,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,156,0,0.019,0.167,0.006,0.814,0,0.444,0.801,0.03,0.037,0.006,1,1,0,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,123,0,0.008,0.211,0.008,0.772,0,0.577,0.772,0.03,0.038,0.008,0.885,0.808,0.038,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
